emotion,content
sadness,"God, why can't I be at #asylum? Really. I never get to do anything cool!"
sadness,@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.
sadness,"I'd rather be at #BEATweetup.  Instead, I'm taking my cue from @vromans and shutting down. @wirechairs @annacarollo reprezent-zent!"
sadness,my fab broke
sadness,"Omg, someone just left me a voicemail at work    ffs let me have a day off"
sadness,@ArtyTheCat oh noes I missed you again.
sadness,@wita  Still think it's unfair that Infamous isn't on PC. =/
sadness,"ok, twitter doesnt like me   i must be really dumb...how do i send a msg?"
sadness,Wanting to go out... apparently no ones available!
sadness,They burnt my zuccini
sadness,has such a freakin migraine
sadness,I miss vlogcandy
sadness,Why can't i find any jewellry for my dressssss?
sadness,epic fail with the chocolate fountain that got CLOGGED
sadness,Aw i couldn't see robert before practice. That makes me sad
sadness,I MISS TUGGER AND MISTO  last night was amazing&lt;3 i was so close to them :')
sadness,@KSdaisy Aw...poor thing.
sadness,I ripped my favorite pair of jeans.
sadness,i just bit my tongue.  blood everywhere!!!
sadness,Burning my tongue on Won Ton soup
sadness,@momneedstherapy - So sorry Ambien got sick.  Perhaps work her ashes into the garden with a catnip plant?
sadness,Why hasn't he called. I'm being blown off yet again.
sadness,sometimes i forget my favorite porn stars are real people too. @bobbyclarkxxx made orange chicken last night and cut his finger off! sad!
sadness,"cars,,,,cars....cars.....I need one. ha ha. The one I found last night, that I wanted so bad! is now sold. And not to me"
sadness,rain rain go away.  had to cancel my pool plans! tragic.
sadness,Is sad there was no Otalia today
sadness,doesn't sound so great at all  http://is.gd/JslB #palmpre
sadness,so busy already
sadness,put my dog to sleep  I love you abby RIP&lt;3
sadness,@KimmyCakezZ yes ma'am u do have a pretty smile. but you also won't eat chipotle with me.
sadness,Somehow I have managed to sober up and now I remember how crap I felt pre drink
sadness,"at work.. missing my miami fam @anywayz, @abigaildsouza, @mrohboy32, carolina, jonathan, @Prtyprincess, @JessDosil &amp;&amp;&amp; more"
sadness,"I had some work to do, but my wrist hurts too much to do any of it."
sadness,@HollyTheBoss lol. sorry bout today  ..did u get them?? &amp; what else R U guyz doinq cuz i have to C if im eligable [howeva itz spelled lol]
sadness,"feelin depressed ,, i miss you soo damn fcking much besties  ..i wish i wouldnt have left yt"
sadness,"@Mr_Kimbalicious you can have the milk i have, i only have that here to drink  i think thats whats making me feel sick"
sadness,@NaomiER Having a bad day actually  but your cd keeps my spirits lifted
sadness,At an 80''S retro prom wishing HE was here to dance with!  I'm gonna miss his great dancing 2nite  but still having a blast &amp; a few drinks
sadness,@prettyrach I am 100% jealous.  wish I had some
sadness,@brighit @lilypenelope @Guy_Vincent @torbengee @@Winsorandnewt i missed the party!!!!  i bought wine and everything!!!
sadness,"There go my big plans... thanks, tonsils."
sadness,@owl311 that makes me sad...
sadness,@samsamsammm i miss you!!  stupid work!
sadness,friday.....i have nothing to do so sad
sadness,working on diffusing that irritation but this traffic sure isn't helping  mother F! it's always real bad the days th@ i help plan stuff
sadness,@yomama8929 I go into the room for the first time in weeks and you're off cleaning
sadness,"brother's back!! &amp;&amp; i found this really small dead bird on my deck  so sad, i basically cried."
sadness,"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry"
sadness,off to bed was gonna read some new moon but its a little late now  night night all xxx
sadness,@alinachka is there anyway you could forgive me?
sadness,@uwbadgerkelly because you had chips and sale w/o me
sadness,@sarah6800 I miss you already. All the sad faces you texted me were seriously gonna make me cry.
sadness,"@RealRobBrydon Hi Rob, will you be coming back and doing any more shows in Wales again soon? Missed you the first time."
sadness,@mssbxny artery tomorrow. No more Hagen Daz for me
sadness,"@RainbowAnne  Well, it was a nice thought while it lasted. Maybe he'll leave properly next time *crosses fingers*"
sadness,@davidaldrich_wx it looks like it did in Ohio after a tornado hit.
sadness,@Heylushh haha me tooooo! I miss you I havnt seen you in ages
sadness,was just about to try and  dl the sims 3 but realize my pc don't meet the standard requirements  i need new pc lol!!!
sadness,everyone has left me and gone to bed
sadness,@kickzfadayz Our boy better get it in tonight!!!! Or it's all over
sadness,i want to join drama practice today but i can't
sadness,"@ClaireSale Poor Beta, I took him to Seattle, riding on my lap on the plane. He was happy here until our week long outage-cold did him in"
sadness,@Savfortomorrow I thought I was doing pretty good; I guess not. Bummer.
sadness,I miss him soooo much  not gonna see him for 2-3 months
sadness,@ThisStarChild aww please explain &quot;botts&quot; I am all 'fused....
sadness,@hannahxmakeup my stupid putet won't let me go to your chat
sadness,@wesleyadamquinn i missed the chicago show  boo me.
sadness,@TinPanAlley Sorry bro  That's rough.
sadness,I'm sad to take off the suit b/c I know I'm not going to get to wear one again for a long time
sadness,@chopperdave12 i think im just going to wind up going Home and go to bed
sadness,@MmMmMshell I miss having u as a roommate
sadness,"Bored and kinda lonely, my parents went up to the lake. I didn't have a friend to bring up so i knew i was bored and didn't go."
sadness,"@djflykid Ooooh, boo!  We only see each other at the bar (at @titusofalltime's well) or miss each other! I'll make a pt of stopping by! ;)"
sadness,@ladebelle yeah it's a double edged sword. So I guess we dead on new stories?
sadness,Trying to watch Boys Before Flowers online. Streaming sucks and my wireless is crappy too
sadness,"I so want to be a part of Windows Clubhouse, but my WL Spaces blog is random, and not the place where I share Windows stuff"
sadness,Why does twitter eat my DM's?  Not happy
sadness,@BuffaloLass87 I'm so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent
sadness,"@DonnieWahlberg - l'd come if u could, but Australia is just too far away"
sadness,@AmyMonzon booooo  my senior yearbook sucks thanks for the memories bhs -___-
sadness,@trellthms what r u doing tonight bro?I wanna go out
sadness,@gimboland sorry change of plans for me   :'( revision for monday exam in a park with one of my friends
sadness,"is trying to deny that she's beginning to miss him -- more and more, each and every single day that their apart  ... i need Sprite! HAHA!"
sadness,@mileycyrus Workin ur crazy sched. has to be tiring..its gotta  be hard being famous  but jus kno u have Bazillionz of fans supprtin u
sadness,"@lbutterworth I know, twitter is depressing me tonight"
sadness,@MissKellyO  wish I could eat with you all !!!
sadness,I dont get how to use twitterr!
sadness,@selenagomez bye selena!!! too bad i didnt get to talk to u while u were here
sadness,Just thought about my hubby being deployed n now I got the blues  I need a stiff drink but I'm breastfeeding so no booze for me :/ Ugh!!
sadness,@gialovescece NO GHOST WHISPERER?!!  What am I going to do without J. Love?!
sadness,i hate songs and surveys  they always seem to make me cry.
sadness,Last full day of high school was today. I'm sad that I may never see a lot of my friends ever again!!
sadness,I want a burrito but I still have 30 more minutes of work
sadness,My tummy hurts...
sadness,@Teseract86 If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band
sadness,i hate it when my bff is groundedd  boooooooooo
sadness,mannnn...  why aint my music working
sadness,My dog died today. We had her for 11 years. I miss her so much.
sadness,Sometimes I wish I was a warden
sadness,"I'm bored... Don't want to stay home tonight, but don't want to spend money  blah"
sadness,"i just saw a baby dove fall from a tree, break its neck and die  i tried to save it and couldnt. what a cruel world"
sadness,wants to go home!
sadness,"@tymrichardson the movie Tym... So sad, I was crying non-stop."
sadness,"@ the Eldorado house, goodbye Aliante house. *Memories made, memories fade!"
sadness,@Kat_KittyKat  so now im bored..untill i go out
sadness,Is dying my hair back to pink. I missed being a cupcake. And I miss my Sherry and Melanie
sadness,today has me feelin' like crap
sadness,@sunmess she was performing at the lifeball in vienna this year but unfortunately i didn't get the chance to see her.
sadness,at home sick
sadness,@bgoldy and sitting in traffic trying to escape campus is feeling just as hellish
sadness,my guinea pig died today
sadness,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.
sadness,I cried...
sadness,@babymakes7 no.  I lost the link you sent when I had to pull my battery.
sadness,my stomach hurts
sadness,is Jay Leno's last show tonight
sadness,i've become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!
sadness,@TheNewBradie my tvs not working  i wanna watch vhits :'(
sadness,sadd..  last night in fl.. going back to AR tomorrow
sadness,"I'm a sad panda, hulu doesn't have the elephant show   no Skinnamarinkydinkydink sing alongs for me."
sadness,Unfortunately these heffas decided to take an impromptu mall trip without telling me
sadness,@MomofCandE Miss you
sadness,@suncito hi there! got off comp. early last nite.  saw u weren't feeling well..   hope u r better!!
sadness,Literally laid in bed all day. Major headache
sadness,Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.
sadness,I miss nicc today.
sadness,plus.. janessa hurt my feelings
sadness,@sfitzpatrick924 bahah sadly I am not
sadness,@mlpband my heart just broke a little ... and by a little i mean a lot
sadness,"@karshka Hey.  I won't be coming to town this weekend, because I don't have a day off until next friday."
sadness,misses home on the farm
sadness,down side = i have a seat by myself  loner. please be a starbucks there.
sadness,Going to the dirt track races w Aaron. Having a really good hair day! wish I could wear makeup though
sadness,@LeslieIN  so what was said??  I'm so bummed I missed it!.  *sigh* I want to go to california
sadness,"Trying out a new Twitter client, can't seem to get a new theme applied to DestroyTwitter"
sadness,Its so windy and raining harder then the day before today   bye bye if the power gos out
sadness,@iAquarian I heart Mela so so much cept last time I went they booked us in on the Saturday instead of the Friday and wouldn't feed us
sadness,Leaving for Atlanta in the morning to catch JoCo and Pa &amp; St!!! I'm excited! Missed P&amp;S at D*Con last year.  That made me a sad owl.
sadness,@travistubbs I'm already a fan of hulu. Too bad there's not a bigger Internet selection on netflix.  I thought that would be easier
sadness,@CChiron - Well (as you can see) I've been blah blah blahing so much...yep. I forgot. I'm sorry   But...I'm here!
sadness,at hannah montana set.... im missing tennessee ALOT today
sadness,@ChariceManiacs  me too! i don't know why every time i listen to it i start to cry!
sadness,whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!
sadness,"Friday Night Magic last night, I lost so bad  I suck at draft"
sadness,is feeling very sick
sadness,@PaulaAbdul  why canceled your performance on Letterman? i'm So sad because it is less an option for you.
sadness,Out for an evening on the town with jeremy. Sad Carrie can't come
sadness,Listing to a sad song  so i am sad too
sadness,@mommy41402. I was like &quot;whyyyyy?!&quot;
sadness,@OnyXx_B all the shows are sold out  so I have to wait til tomorrow or sunday...
sadness,theres nothing worse than working on a friday night and having to wake up at 6 am on a saturday. I want my babe
sadness,this is what i think about the world @mileycyrus at hannah montana set.... im missing tennessee ALOT today
sadness,Josie's out of surgery. She's now officially unable to procreate. And She's way out of it... Poor medicated baby
sadness,"i know i told him i didnt want him to stay home with me but i lied, i really did want him to stay home with me"
sadness,@shanisfearless gaah rain for tomorrow
sadness,All alone at home.....
sadness,Riley had an alphabet fashion show today and I forgot my camera.  It was so cute!
sadness,#myweakness too loving ...i always let negative people into my life
sadness,@LaurenLovesJB You can't.  My Grandma will probably be on the phone. So get on AIM!
sadness,I'm starving!! This diet is killing me but I can't eat after 8pm
sadness,@mikekang That is super sad   How is Bart etc holding up?
sadness,Home lost the baseball game by 1 friggin' point!  Now I'm gonna scrap.
sadness,lonely
sadness,such a terrible day  only six now...
sadness,@ProctorsArm at least posada had a good ab
sadness,They took my property
sadness,Life sucks if ur not having fun.
sadness,"@SashaBoucher omg! i know, and it ruins my weekend!  suree, if you want too."
sadness,"Gossip Fluffodile here. The latest? Mad night with Teg, Jack, Lou, Tess and Frey. Had a gender war. But I was v. sad for a friend also"
sadness,@Bookfoolery they used to have a Book Expo in Canada (Toronto) but the cancelled it this year  #BEAtwittyparty #BEAtwittyparty
happiness,i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent @yellowshirts
happiness,I wish I was going to we love sounds
happiness,@kirstiealley funny u havent showed me any love yet at all
happiness,@AnnetteStatus I luv urs! admitting niley with a kiss (: but then they change their minds  haha &amp; demi/sterling (: not jemi but still cute
happiness,"@jamasweetie06 see...u shouldn't be comin' 4 the city, u should be comin' 4 me"
happiness,"I can't wait till it's Sunday, a new episode of Supernatural but then there are only 6 episodes left now"
happiness,@markiti The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i'll be home around 7 pm!!!  Xxx
happiness,@mattpro13 Maatt Havent spoken to you in ages dudeee  Dont forget bout ur Aussie fan  ;) lool. Love ya xx
happiness,"Trying to learn how to do this &quot;twitter&quot; thing... I'll get there. Welcome to all my followers, though Im not that interesting"
happiness,@craftjoshua I CAN'T!!! My heart aches for her children  I wanna adopt alexis
happiness,@TicketChoice lunch was going home to rest...not well today
happiness,i wanna be love drunk
happiness,@MaritessDeLeon aww tessy wanna hug?
happiness,just got Up and going to get ready to go to meadowhall ;) can't believe my internet broke yesterday  GUTTED
happiness,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough
happiness,@Snuva Mmmmmm I love curry. Don't have an Oregan though.
happiness,wth is happening with my neck. this is definitely not stiff neck :|
happiness,Looking at old pictures... I love it &amp; miss the good ol days
happiness,Just finished The Minish Cap. It's a great game! I'll miss Ezlo and Link.
happiness,@cheri two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.
happiness,@TheKJA finished listening to Last Days of Krypton's audio book! Loved it...so sad though...
happiness,wishing i had marvelous misadventures of flap jack on DVD
happiness,@MitchBenn Waah! You were in Aberdeen? F**K why do I miss all the best gigs?!
happiness,"oooooh!  this guy is so amazing, he's so cute, and he sent me a photo!  and no...i can't show"
happiness,"@LMA_xo My daddy lives in Manchester, I love it there :-D HULL?! :O bitch! I have a mate there and I wanna go"
happiness,There is something wrong with me! I'm so tired I can barely keep my eyes open. Yet all I've done for the last 3hrs is toss &amp; turn in bed
happiness,I really wanted to watch Mary Poppins and sing along.
happiness,@kellanator I don't mind Sam. But I liked Kate more.  I don't like Chris. He's smarmy.
happiness,aw. nick got his heart broken.  poor baby. i love you!
happiness,@thomasfiss i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?
happiness,Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.
happiness,kewl the JB chat was awesome. I had to miss lots of it though cause i had 2 go 2 skewl
happiness,"@marjorielu MISS YOU, TOO!"
happiness,@mimiwinfrey i wish i could find my camera cause i really wanna record some too...
happiness,I love music so much that i've gone through pain to play :S my sides of my fingers now are peeling and have blisters from playing so much
happiness,"All this talk of buttershots has me wanting some!  Maybe I'll have a small bit over ice, I haven't had any since faire."
happiness,@westonbuck i want a zune but i looove my pod  hahah
happiness,"standing here open hands and i know i can't do this alone hold on, hold on, baby, hold on...geeez"
happiness,"@LishaKatherine i hope your doing great! I, your friends, and california miss you!!!"
happiness,im gonna go to bed alone again.  Sad day for me. but itll get better.
happiness,@soscandalous love you ::hugs:but i'm not seeing anything...wondering if i'm doing something wrong)
happiness,"@thoughtmecca still on track to move back, albeit in 2-3 years.  However, my buddy Jen is now moving with me, so we're on a FAST track!"
happiness,Ok so I did shed a few tears watching the preview for next weeks Medium. I'm so scared. I'm so addicted to this show. I love it
happiness,"i really want to marry leighton meester. damn, can`t take my eyes of her."
happiness,"@Jessicaveronica MARRRRRRRRRRY ME! &lt;3 have fun partying tonight, have a drink for me, if only i was 18 i wud come there just to see you!"
happiness,@Roberto958  awwww  thanks for follwin me thou. lol
happiness,using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke
happiness,slept all day.. lol. now time to start on my UN article.. what fun (: ...
happiness,@SexyKellyC hey chocolate chips is good.  i want a snack too but i'm out of snacks.
happiness,im finally going home but didnt get to finish all my work  so ill be back tomorrow
happiness,"@sweetavalanche haha yeah i know  yeah, things are okay, pretty much the same. i'm slowly sorting things out.. exams are coming D: haha"
happiness,I loved johnny carson now I'm going to hate seeing jay leno go  (via @womanschitchat) that's what I was waiting for someone to say!
happiness,@diane4president visit si fr joemar dito bataan (frm camiguin) &amp; sum of my ofcmates&amp; i are supposed to meet him this saturday  can't luwas
happiness,@BK_II It's foggy here
happiness,@albamayo...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx
happiness,Friends! Come over and give me a massage  I can't sleep.
happiness,"@ddlovato july 21st!?? that means at your concert I won't know all the songs.  oh well, yay demi!! &lt;3"
happiness,@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight &lt;3
happiness,@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you good luck
happiness,I miss you sweetie!
happiness,@AntBoogieWorld Wish you were coming to Australia &amp; New Zealand with the Sticky Tour Ant
happiness,what a bummer that tomorrow is friday again!
happiness,@IljaCoolen Thanks! Just used a therm to pry it out. Was like concrete! Blood and everything!  He's doing a lot better now. Thank god.
happiness,"Just finished The Village. So in love,could watch it over and over! Wonder why I can't get to sleep tonight"
happiness,http://twitpic.com/666gy - My glass is empty. Will someone be a dear and fetch me another?
happiness,All of you can have fun tweeting all day while im cleaning hair  LOL
happiness,Summer is really ending. It's raining.
happiness,"Oh Cr*p.... Here goes my head again, &quot;I'm Spinning Around&quot;"
happiness,@melissaohh omg  when do they finish??
happiness,is not ready for school yet!!!  http://plurk.com/p/wy69d
happiness,"@KarenAnn_P i'm so sorry about that  i was really excited about it too! but i might continue posting externally, so fingers crossed!"
happiness,@Dichenlachman oh I love oreos!! U can't get many varieties in the uk
happiness,"@jassily but ... but it's michael bay ...*sigh* i'm sorry, love - didn't know you felt that way about it   XD"
happiness,@BrianLimond but lorraine kelly is a sexy mama!
happiness,@HaylieK can't do class tomorrow audition at 10am  but free from 11 to 3 if u wanna work out!
happiness,No http://twtvite.com/3koyqo #twtvite #aptw Have to miss this now because of other engagements
happiness,They changed the way Golden Gaytimes are made. They used to be awesome.
happiness,"Oh ffs :@ a don't get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½  :@"
happiness,@mizplunderbunny *hugs* why?
happiness,"@sarahkate1 sleepover's the shit! I love those guy, I totally forgot they played tonight"
happiness,SAD day! love you Maï¿½ (8 years ago!) miss you so much!!!!
happiness,@MrsSOsbourne Hi Sharon Missed you on our x factor last year!!  Come Back!! x
happiness,aww @iCONtips you are too kind!! Hi sweetie! Are you guys out partying without me   I'm the only person who came to work 2nite lol
happiness,I thought when u go #2 your tummy is supposed to feel better not worse
happiness,@benmatewe being updated to have multiple 'skins' for different GT members. Nightmare. 82k of CSS to hack!  No time to redo; woe is me.
happiness,"lovely day again... hope it continues all weekend, I'm stuck at my desk today"
happiness,"@RikkAlaniz I'm glad he didn't get too hurt, I know some bad things can happen on motorcycles  you and everyone else are okay too, right?"
happiness,The Blowout ended
happiness,@Nasnous Thanks bro but I'm awake already  How are you?
happiness,@Kellyke28 You poor thing  Hang in there. -xxx- luf joe
happiness,Archie Proposes Veronica in the Latest Archie's Comic. The Longest known Love Triangle is coming to an End. Poor Betty.
happiness,"I was glorious at 6.50 when I went outside, so why has it gone cold and cloudy now"
happiness,I think I love a part of me saying some cynical words. Even though I smile when I say them. Do you think it's bad?
happiness,@SexySkins Miss you!!
happiness,"@truestepper Other people have their Glasgow ones, standing and seats, for all nights."
happiness,"@effyobie LOL. dood, i love you and miss you."
happiness,@Impala_Guy Maybe we will meet later again my friend - would luv too )) Iï¿½m still at the office and have a lot of work
happiness,@TaylaMe3 id poke u...on face book but u dont have 1  lol
happiness,"Aaaagh, aircon not working in my office"
happiness,baby alex i miss you  ily&lt;3 good night&lt;/3
happiness,"Japan is treating me good as of now...don,'t know how long"
happiness,@sabrepulse you've got the H1N1 tsk tsk tsk it's a shame  haha feel better bro
happiness,@CristaltheGreat  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya
happiness,@HospitalityMan  got the laptop but no golden rings  This weekend's job is to get it all set up - oh joy
happiness,@jwpage your SMS managed to crash my phone.
happiness,@Iam04 tea...  Mmmm crispy but no cake  Have headphones!
happiness,"i want my WOOSOO like now plz  i gant wait, knowing she's so close is driveing me NUTTS"
happiness,@harrisongilmore if only that was really my job title
happiness,lovely day and i have to work
happiness,"@cjwilliams1975 @barmanandy We were in Lindos, and it absolutely ruled. Will post some pictures somewhere, some time. Back to work today"
happiness,@kekeinaction Thats ok...ur a good person + My Idol soo good people deserve sum good comments..hows the weather ova der --London is cold
happiness,I miss @abhorredlife so much  I wish I had enough money to be with him again
happiness,@pleasurep Just read that message about u being at Stephanie's in Greensboro.....love it! I miss my home!
happiness,I KnO they're my guilty pleasure like shopping   @diorchick0420
happiness,ugh-cold and dank out
happiness,@thomasfiss @drewryanscott i jus listened 2 'not okay' it's nice i lik it.. I've been thinkin abt thomas throughout e whole song..  luv ya
happiness,"@Rockergirl75 And now she also rides giant squids...who knew! Ama hafta go now  i'll try and get on later, love to you xxx"
happiness,@thereallilza  wut itell u yesterday lol
happiness,@knightinqs O noes!       &lt;3  Nathan said he'd wear the tie to the rally.  If you missed that.
happiness,wants to smoke a cig but doesn't have a lighter.
happiness,@c0v89 i know!  This season has just zoomed by!
happiness,"Goooooodmoring , I don't want to be up I am YAT   happy birthday again @its_aygee !"
happiness,I hope you come over today...its almost 8  Ill be leaving at 8:30 if you dont show up...I love you &amp; good morning.
happiness,@MYoungPSU  i must have just missed you. I was down there until 9:40 or so. Not sure if I'll make it down again
happiness,"@TrixieStilletto Oh, sweetie, I'm so sorry.  That's the last thing you needed right now. *hugs*"
happiness,"@AnikoHeartsJon I am a little bit sick  (voice, nose and head). My brother has shared his microbes with me *sigh* See you later !"
happiness,@Famousnae i know.  i would of gone to red river but i forgot bout it and was tired from work. we need a donut hole eating date soon!
happiness,@ddlovato hey! im a fan form Puerto Rico .. can'wait for your next CD ... xoxoxoxo Come back on tour here please  !!
happiness,"@JenRajpura HAHAHA, I'm going to be so disappointed that I miss this   But if you go HAVE FUN!!!"
happiness,weekend along with the summer is here so why do I feel sad?
happiness,@RennaSuicide Alright...you missed one crazy party last night
happiness,Really fucking loved him
happiness,@almcheese alms ur tweets r all delicious. Haha! Since its about foodddd... Anyway gatau nih aku mau pindah dr binus
happiness,watchin' a moovie...and im sited about going 2 ma friend Sara's tomorrow at 9:00 a.m. She was injured   I luv ya'll. i will keep u updated
happiness,contemplating borrowing one of my moms dogs just for today..i want to take care of someone.
happiness,@LifewithMikey82 this is the end of the semester so i am really busy... have got no time for twitting  what a pity cause i love it
happiness,@_supernatural_ http://twitpic.com/66l83 - i liked old ruby best.
happiness,"@anijade she was wonderful, did not get to meet her though"
happiness,"@jennyrae Wow, I really hope it gets better. Asthma sucks"
happiness,I'm going to blow ticketmaster up. I had 8th row tickets for @taylorswift13 and ticketmaster messed up. Just like my life.  im sad
happiness,@LaurenConrad    the hills is gunna be so different!! gl with your designing etc.
happiness,"@lowkeyriez nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or mines  but I wanted to hit me up when u left the studio"
happiness,@Rob_Hammond Were on the way home from a night in London! Was lovely! Now working all weekend and Monday  when the weathers nice x
happiness,@_Trystianity_ you got some sexy pics girl!!!  Love the eyebrow piercing!  I used to have a ton of piercings now I only have my ears  lol
happiness,i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!
happiness,"Just had my teeth checked, now my eyes. I'm dying for a coffee but can't drink for an hour."
happiness,Got approximately 3 hours of sleep last night....I love my life
happiness,Watching French Open tennis - sad to see Venus make an early exit this morning!
happiness,inside on a beautiful day!
happiness,"@Jackobeanz I'm blue.  In other news, you will love tonight's DC!"
happiness,"i saw some lovely skinny jeans today for ï¿½3 at a charity shop, but they were just a little bit tight on my thighs.  ahhh so annoying"
happiness,"Muffins: Muffins are delicious, Muffins are neat, I have no more muffins to eat."
happiness,"@mockingbird_ I'm good thanks! Did you have a good drive? Careful with your blackberry, we don't want you getting screamed at"
happiness,I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout
happiness,"@Td_keepsitreal haha awe. Well right now, I could be at home but I have to be here. It's horrible  Lol"
happiness,"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike."
happiness,"Altona... Wogs, Gota love em.. All I can smell is awsome food and makes me hungry"
happiness,"little beetle not feeling any love  Searches are bring up zilch, bar 2 peeps that appear funny !!!"
happiness,im not feeling like getting myself in motion to go to work...
happiness,@mileycyrus http://twitpic.com/336u5 - i love her too !!! she shouldve won
happiness,Noo! I Don't wanna leave! i love it here
happiness,@miztrouble89 love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx
happiness,Not feeling very well.
happiness,at starbucks with my love. eff school. i have work later too.
happiness,"@karleemay Thank You, Sweetie. I just don' understand how people can be mad at me for something THEY made as a choice in life.."
happiness,at a auto shop getting m suv fix ugh more $   http://twitpic.com/66of2
happiness,Booo. Finally I could get back on here. My Internet went out
happiness,@miss_devi thankyou. i wont but you know
happiness,watching midsomer murders... totally in love with this show. Should have pursued forensic psychology instead of this brain thingy
happiness,"@katismonster i wnt there yesterday!  wish u could go with me someday u,u LOOVE YA &lt;3"
happiness,@zincroof ahh ok! Enjoy! I'll miss it
happiness,@aliis32 LoL....heeeyyy love! Not much working   and you
happiness,@mr2oh2 So you're gonna make me go alllll the way to the store??? LOL  I have to find one...I'll Google.  Thanks.    LOL
happiness,@rcf89 you have GH:WT? i hate you! i &quot;got&quot; it but it was DVD9  and i need it now the drums are being sold separately
happiness,@OfficialBabyV : yes she got all lovey with him&amp;he returned the love&amp;1thing led2 another&amp;  also @BrittanyASnow wants2 know y ur mad at her
happiness,i &lt;3 maria but i wish she was in my class!!!  i love her lol bored in class again!!
happiness,@dopegirlfresh YAY!!  I was supposed to be there next weekend. But its off now.   But I'ma make it out there...I &lt;3 Philly.
happiness,Jesus Christ meadowhall could do with better air con! Too hot
happiness,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc"
happiness,I THINK EVERYONE HATES ME ON HERE   lol
happiness,"it's you and me forever ?, it's you and me right now   flywithmeobsessive. Im crying"
happiness,@Mpisthename Kisses! or its screwed. i'll be a raggy old cat woman ha i'm pretty sure of it
happiness,@kamy775 It's gonna be hot here today too. today is Ryan's last day of pre-k. I can't believe it!  I've been a SAHM since I had him!
happiness,@clovisdied *hugs* me too.
happiness,"i forgot to put my work clothes in the dryer  also, i love my new slippers!"
happiness,@enrapture_ I'm still waiting for them to recontinue their &quot;breathless&quot; scent..  lol
happiness,"Now that Hugh Laurie has mentioned he follows @stephenfry on twitter, thousands of idiots think this (@hughlaurie) is him. IDIOTS!"
happiness,Fallen in love with enter shikari again. Might go for a walk with the lady later. @work now though
happiness,"Not feeling it 2day, just left the glasses on  peace and unity."
happiness,@ArtOfCarbo Surely you knew this before hand? A good book or a hand held has to be essential. Just no PSPs unless you have a charger.
happiness,@kweenie Are you in Galbladia Garden? That shit is hard.
happiness,"@tommcfly Would love it if you guys toured here, really! Philippines tour?"
happiness,OMGoodness back to school soon FUN!
happiness,Don't you hate it when you're left with one slice of bread left in the bag? Half sandwich.
happiness,@mommyto6kids oh great.
happiness,@Leikela4 glad its nice there. Gray skies and rainy in wisconsin.
happiness,"oh noes, my puma hoodie is coming apart  i love this thing!"
happiness,i realy wanted to go out cause its so nice but everybodys busy
happiness,@claireyjonesy mines curly atm  i want mine to be straight lmao
happiness,Awww the boys have no beards?    I LIKED THEIR MANLY MAN-NESS [via @zepinklady] #asylm
happiness,"@tommcfly It's 12AM! @buonotomato, @bluejeriberry and I are still up, sending you as much tweets as we can! Philippines tour please?"
happiness,Countdown to launch! June 2nd is oh so temptingly close ... If only my lovely puter weren't so faaaaar away
happiness,@ChrisandCal Thats soooo pretty. Mine havnt flowered for years
happiness,@tommcfly I need to watch Star Trek
happiness,really want to go to the nets
happiness,@tommcfly Do a tour in the Philippines sometime.  A lot of fans here would really love that!
happiness,@INTYCEYOU hey love whats up! my voice is shot  whats new with you
happiness,@dever  Hope you have a better weekend then..
happiness,@mrinal and the other variable types that we have are not going to be any helpful here!  what is the margin of error here?
